countryiso3,date,admin1,admin2,market,market_id,latitude,longitude,category,product,commodity_id,unit,priceflag,pricetype,currency,mp_price,usdprice,year,Unit_Weight,Price_Norm
NGA,2016-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,283.0,1.42,2016,1.0,283.0
NGA,2016-05-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,9195.0,46.24,2016,100.0,91.95
NGA,2016-05-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (yellow),136,50 KG,actual,Wholesale,NGN,7900.0,39.73,2016,50.0,158.0
NGA,2016-05-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,15560.0,78.24,2016,100.0,155.6
NGA,2016-05-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,10360.0,52.1,2016,100.0,103.6
NGA,2016-05-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,12380.0,62.25,2016,50.0,247.6
NGA,2016-05-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,23900.0,120.18,2016,100.0,239.0
NGA,2016-06-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,KG,actual,Retail,NGN,146.81,0.74,2016,1.0,146.81
NGA,2016-06-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1090.0,5.49,2016,2.8,389.28571428571433
NGA,2016-06-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,828.0,4.17,2016,2.7,306.66666666666663
NGA,2016-06-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11300.0,56.96,2016,100.0,113.0
NGA,2016-06-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14124.0,71.19,2016,100.0,141.24
NGA,2016-06-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14752.0,74.35,2016,50.0,295.04
NGA,2016-06-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,10380.0,52.32,2016,100.0,103.8
NGA,2016-06-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,10000.0,50.4,2016,100.0,100.0
NGA,2016-06-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,13376.0,67.42,2016,50.0,267.52
NGA,2016-06-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,23504.0,118.47,2016,100.0,235.04
NGA,2016-06-15,Borno,Konduga,Abba Gamaram,2394,11.86,13.15,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,868.0,4.38,2016,2.7,321.48148148148147
NGA,2016-06-15,Borno,Konduga,Bullunkutu,2386,11.83,13.09,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,843.0,4.25,2016,2.7,312.22222222222223
NGA,2016-06-15,Borno,Maiduguri,Budum,2384,11.85,13.16,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1100.0,5.54,2016,2.8,392.8571428571429
NGA,2016-06-15,Borno,Maiduguri,Budum,2384,11.85,13.16,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,835.0,4.21,2016,2.7,309.25925925925924
NGA,2016-06-15,Borno,Maiduguri,Custom,2395,11.85,13.17,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1200.0,6.05,2016,2.8,428.5714285714286
NGA,2016-06-15,Borno,Maiduguri,Custom,2395,11.85,13.17,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,868.0,4.38,2016,2.7,321.48148148148147
NGA,2016-06-15,Borno,Maiduguri,Kusawam Shanu,2396,11.86,13.18,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,5.04,2016,2.8,357.14285714285717
NGA,2016-06-15,Borno,Maiduguri,Kusawam Shanu,2396,11.86,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,777.0,3.92,2016,2.7,287.77777777777777
NGA,2016-06-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,12556.0,63.29,2016,100.0,125.56
NGA,2016-06-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14980.0,75.5,2016,50.0,299.6
NGA,2016-06-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,28660.0,144.46,2016,100.0,286.6
NGA,2016-06-15,Borno,Maiduguri,Monday,2397,11.83,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,966.0,4.87,2016,2.8,345.0
NGA,2016-06-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1100.0,5.54,2016,2.8,392.8571428571429
NGA,2016-06-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,3.89,2016,2.7,285.55555555555554
NGA,2016-06-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,10600.0,53.43,2016,100.0,106.0
NGA,2016-06-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,24600.0,123.99,2016,100.0,246.0
NGA,2016-06-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,255.0,1.29,2016,1.0,255.0
NGA,2016-06-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,9220.0,46.47,2016,100.0,92.2
NGA,2016-06-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,25504.0,128.55,2016,100.0,255.04
NGA,2016-06-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,10480.0,52.82,2016,100.0,104.8
NGA,2016-06-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,11040.0,55.65,2016,100.0,110.4
NGA,2016-06-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,24160.0,121.77,2016,100.0,241.6
NGA,2016-06-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,10304.0,51.94,2016,100.0,103.04
NGA,2016-06-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,25648.0,129.27,2016,100.0,256.48
NGA,2016-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,183.0,0.92,2016,1.0,183.0
NGA,2016-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,307.0,1.55,2016,1.0,307.0
NGA,2016-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,292.0,1.47,2016,1.0,292.0
NGA,2016-06-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11260.0,56.75,2016,100.0,112.6
NGA,2016-06-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,13420.0,67.64,2016,50.0,268.4
NGA,2016-06-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,25676.0,129.42,2016,100.0,256.76
NGA,2016-06-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11700.0,58.97,2016,100.0,117.0
NGA,2016-06-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,12700.0,64.01,2016,100.0,127.0
NGA,2016-06-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,26440.0,133.27,2016,100.0,264.4
NGA,2016-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,182.0,0.92,2016,1.0,182.0
NGA,2016-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,337.0,1.7,2016,1.0,337.0
NGA,2016-06-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (yellow),136,50 KG,actual,Wholesale,NGN,8800.0,44.35,2016,50.0,176.0
NGA,2016-06-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14808.0,74.64,2016,50.0,296.16
NGA,2016-06-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,15600.0,78.63,2016,50.0,312.0
NGA,2016-06-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11420.0,57.56,2016,100.0,114.2
NGA,2016-06-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,11540.0,58.17,2016,100.0,115.4
NGA,2016-06-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,12952.0,65.28,2016,50.0,259.04
NGA,2016-07-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1094.0,3.85,2016,2.8,390.7142857142857
NGA,2016-07-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,844.0,2.97,2016,2.7,312.59259259259255
NGA,2016-07-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,13275.0,46.75,2016,100.0,132.75
NGA,2016-07-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16000.0,56.34,2016,50.0,320.0
NGA,2016-07-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,25000.0,88.04,2016,100.0,250.0
NGA,2016-07-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,10600.0,37.33,2016,100.0,106.0
NGA,2016-07-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14200.0,50.01,2016,50.0,284.0
NGA,2016-07-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,26300.0,92.62,2016,100.0,263.0
NGA,2016-07-15,Borno,Konduga,Abba Gamaram,2394,11.86,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.52,2016,2.8,357.14285714285717
NGA,2016-07-15,Borno,Konduga,Baga Road,2385,11.87,13.12,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.52,2016,2.8,357.14285714285717
NGA,2016-07-15,Borno,Konduga,Baga Road,2385,11.87,13.12,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,835.0,2.94,2016,2.7,309.25925925925924
NGA,2016-07-15,Borno,Konduga,Bullunkutu,2386,11.83,13.09,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1050.0,3.7,2016,2.8,375.0
NGA,2016-07-15,Borno,Konduga,Bullunkutu,2386,11.83,13.09,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.89,2016,2.7,303.7037037037037
NGA,2016-07-15,Borno,Maiduguri,Budum,2384,11.85,13.16,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.52,2016,2.8,357.14285714285717
NGA,2016-07-15,Borno,Maiduguri,Budum,2384,11.85,13.16,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,791.0,2.79,2016,2.7,292.96296296296293
NGA,2016-07-15,Borno,Maiduguri,Custom,2395,11.85,13.17,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.72,2016,2.7,285.55555555555554
NGA,2016-07-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11750.0,41.38,2016,100.0,117.5
NGA,2016-07-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,12275.0,43.23,2016,100.0,122.75
NGA,2016-07-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14375.0,50.62,2016,50.0,287.5
NGA,2016-07-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,28150.0,99.13,2016,100.0,281.5
NGA,2016-07-15,Borno,Maiduguri,Monday,2397,11.83,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.52,2016,2.8,357.14285714285717
NGA,2016-07-15,Borno,Maiduguri,Monday,2397,11.83,13.15,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,810.0,2.85,2016,2.7,300.0
NGA,2016-07-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.52,2016,2.8,357.14285714285717
NGA,2016-07-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,11250.0,39.62,2016,100.0,112.5
NGA,2016-07-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14800.0,52.12,2016,50.0,296.0
NGA,2016-07-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,10750.0,37.86,2016,100.0,107.5
NGA,2016-07-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,24750.0,87.16,2016,100.0,247.5
NGA,2016-07-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,9905.0,34.88,2016,100.0,99.05
NGA,2016-07-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,9905.0,34.88,2016,100.0,99.05
NGA,2016-07-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,29200.0,102.83,2016,100.0,292.0
NGA,2016-07-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,10575.0,37.24,2016,100.0,105.75
NGA,2016-07-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,15325.0,53.97,2016,50.0,306.5
NGA,2016-07-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,27740.0,97.69,2016,100.0,277.4
NGA,2016-07-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11175.0,39.35,2016,100.0,111.75
NGA,2016-07-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,25400.0,89.45,2016,100.0,254.0
NGA,2016-07-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,10795.0,38.01,2016,100.0,107.95
NGA,2016-07-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,11360.0,4.0,2016,100.0,113.6
NGA,2016-07-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14110.0,49.69,2016,50.0,282.2
NGA,2016-07-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,25420.0,89.52,2016,100.0,254.2
NGA,2016-07-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,268.0,0.94,2016,1.0,268.0
NGA,2016-07-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,165.0,0.58,2016,1.0,165.0
NGA,2016-07-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,300.0,1.06,2016,1.0,300.0
NGA,2016-07-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11565.0,40.73,2016,100.0,115.65
NGA,2016-07-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,11555.0,40.69,2016,100.0,115.55
NGA,2016-07-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,27550.0,97.02,2016,100.0,275.5
NGA,2016-07-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11900.0,41.91,2016,100.0,119.0
NGA,2016-07-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,11900.0,41.91,2016,100.0,119.0
NGA,2016-07-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,13200.0,46.48,2016,50.0,264.0
NGA,2016-07-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,13105.0,46.15,2016,50.0,262.1
NGA,2016-07-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,30200.0,106.35,2016,100.0,302.0
NGA,2016-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,198.0,0.7,2016,1.0,198.0
NGA,2016-07-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,11750.0,41.38,2016,100.0,117.5
NGA,2016-07-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (yellow),136,50 KG,actual,Wholesale,NGN,9250.0,32.57,2016,50.0,185.0
NGA,2016-07-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,13640.0,48.03,2016,50.0,272.8
NGA,2016-07-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,28900.0,101.77,2016,100.0,289.0
NGA,2016-07-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,13250.0,46.66,2016,100.0,132.5
NGA,2016-07-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,24000.0,84.52,2016,100.0,240.0
NGA,2016-07-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,12160.0,42.82,2016,100.0,121.6
NGA,2016-08-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,KG,actual,Retail,NGN,190.61,0.61,2016,1.0,190.61
NGA,2016-08-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (yellow),136,KG,actual,Retail,NGN,179.9,0.57,2016,1.0,179.9
NGA,2016-08-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1305.0,4.14,2016,2.8,466.0714285714286
NGA,2016-08-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15464.0,49.09,2016,100.0,154.64
NGA,2016-08-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16960.0,53.84,2016,50.0,339.2
NGA,2016-08-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14608.0,46.37,2016,100.0,146.08
NGA,2016-08-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14448.0,45.87,2016,100.0,144.48
NGA,2016-08-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16896.0,53.64,2016,50.0,337.92
NGA,2016-08-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,27824.0,88.33,2016,100.0,278.24
NGA,2016-08-15,Borno,Konduga,Abba Gamaram,2394,11.86,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.17,2016,2.8,357.14285714285717
NGA,2016-08-15,Borno,Konduga,Baga Road,2385,11.87,13.12,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.45,2016,2.7,285.55555555555554
NGA,2016-08-15,Borno,Konduga,Bullunkutu,2386,11.83,13.09,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.45,2016,2.7,285.55555555555554
NGA,2016-08-15,Borno,Maiduguri,Budum,2384,11.85,13.16,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.17,2016,2.8,357.14285714285717
NGA,2016-08-15,Borno,Maiduguri,Custom,2395,11.85,13.17,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.6,2016,2.7,303.7037037037037
NGA,2016-08-15,Borno,Maiduguri,Kusawam Shanu,2396,11.86,13.18,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1080.0,3.43,2016,2.8,385.7142857142857
NGA,2016-08-15,Borno,Maiduguri,Kusawam Shanu,2396,11.86,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,849.0,2.7,2016,2.7,314.4444444444444
NGA,2016-08-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,13240.0,42.03,2016,100.0,132.4
NGA,2016-08-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14440.0,45.84,2016,100.0,144.4
NGA,2016-08-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,30700.0,97.46,2016,100.0,307.0
NGA,2016-08-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1100.0,3.49,2016,2.8,392.8571428571429
NGA,2016-08-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,868.0,2.76,2016,2.7,321.48148148148147
NGA,2016-08-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,16500.0,52.38,2016,100.0,165.0
NGA,2016-08-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16700.0,53.02,2016,50.0,334.0
NGA,2016-08-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,28400.0,90.16,2016,100.0,284.0
NGA,2016-08-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,13440.0,42.67,2016,100.0,134.4
NGA,2016-08-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,130.0,0.41,2016,1.0,130.0
NGA,2016-08-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,12784.0,40.58,2016,100.0,127.84
NGA,2016-08-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16648.0,52.85,2016,50.0,332.96
NGA,2016-08-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,12416.0,39.42,2016,100.0,124.16
NGA,2016-08-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14000.0,44.44,2016,100.0,140.0
NGA,2016-08-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14480.0,45.97,2016,100.0,144.8
