countryiso3,date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
AFG,2010-01-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,41.9,0.92
AFG,2010-01-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.82,0.33
AFG,2010-01-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32,0.71
AFG,2010-01-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12,0.26
AFG,2010-01-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32.5,0.72
AFG,2010-01-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,23,0.51
AFG,2010-01-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,36.25,0.8
AFG,2010-01-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.85,0.31
AFG,2010-01-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,66.75,1.47
AFG,2010-01-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12,0.26
AFG,2010-01-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.66
AFG,2010-01-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.57
AFG,2010-01-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.2,0.27
AFG,2010-01-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,16.88,0.37
AFG,2010-01-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,29.48,0.65
AFG,2010-01-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,28.25,0.62
AFG,2010-01-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,15,0.33
AFG,2010-01-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,17.22,0.38
AFG,2010-01-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32,0.71
AFG,2010-01-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,16.5,0.36
AFG,2010-01-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,20.25,0.45
AFG,2010-01-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,24.5,0.54
AFG,2010-01-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.5,0.28
AFG,2010-01-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,15.5,0.34
AFG,2010-02-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,41.4,0.92
AFG,2010-02-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.6,0.33
AFG,2010-02-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,31.25,0.7
AFG,2010-02-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12,0.27
AFG,2010-02-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,35.5,0.79
AFG,2010-02-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,23,0.51
AFG,2010-02-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,33.5,0.75
AFG,2010-02-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.15,0.29
AFG,2010-02-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,61.5,1.37
AFG,2010-02-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.5,0.28
AFG,2010-02-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.67
AFG,2010-02-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.58
AFG,2010-02-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.69,0.28
AFG,2010-02-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,17.5,0.39
AFG,2010-02-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,29.28,0.65
AFG,2010-02-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.58
AFG,2010-02-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.12,0.32
AFG,2010-02-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,15.35,0.34
AFG,2010-02-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32.5,0.73
AFG,2010-02-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,15.25,0.34
AFG,2010-02-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,19,0.42
AFG,2010-02-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,24.5,0.55
AFG,2010-02-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.5,0.28
AFG,2010-02-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,15,0.33
AFG,2010-03-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,41.4,0.9
AFG,2010-03-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.5,0.31
AFG,2010-03-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,30.5,0.66
AFG,2010-03-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,11,0.24
AFG,2010-03-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,36.5,0.79
AFG,2010-03-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,23.75,0.52
AFG,2010-03-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,30.25,0.66
AFG,2010-03-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.46,0.27
AFG,2010-03-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,30.5,0.66
AFG,2010-03-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12,0.26
AFG,2010-03-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.65
AFG,2010-03-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,25,0.54
AFG,2010-03-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,11.3,0.25
AFG,2010-03-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,16.5,0.36
AFG,2010-03-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,31.3,0.68
AFG,2010-03-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.56
AFG,2010-03-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.68,0.3
AFG,2010-03-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,15.2,0.33
AFG,2010-03-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,33.75,0.73
AFG,2010-03-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,16.25,0.35
AFG,2010-03-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,18.25,0.4
AFG,2010-03-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,24.5,0.53
AFG,2010-03-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13,0.28
AFG,2010-03-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,15,0.33
AFG,2010-04-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,41.05,0.89
AFG,2010-04-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.32,0.31
AFG,2010-04-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,29.5,0.64
AFG,2010-04-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,10.88,0.24
AFG,2010-04-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,35,0.76
AFG,2010-04-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,21.25,0.46
AFG,2010-04-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,33.5,0.73
AFG,2010-04-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.31,0.27
AFG,2010-04-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,29,0.63
AFG,2010-04-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12,0.26
AFG,2010-04-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.65
AFG,2010-04-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,24.75,0.54
AFG,2010-04-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,10.21,0.22
AFG,2010-04-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,16.13,0.35
AFG,2010-04-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30.1,0.65
AFG,2010-04-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.56
AFG,2010-04-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.15,0.31
AFG,2010-04-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,15.45,0.33
AFG,2010-04-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,34,0.74
AFG,2010-04-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,15,0.33
AFG,2010-04-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,17,0.37
AFG,2010-04-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,25.75,0.56
AFG,2010-04-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.5,0.27
AFG,2010-04-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,15.75,0.34
AFG,2010-05-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,41.4,0.9
AFG,2010-05-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.3,0.31
AFG,2010-05-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,29,0.63
AFG,2010-05-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,10.25,0.22
AFG,2010-05-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,35,0.76
AFG,2010-05-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,18.75,0.41
AFG,2010-05-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32,0.69
AFG,2010-05-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.2,0.26
AFG,2010-05-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32,0.69
AFG,2010-05-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,11.5,0.25
AFG,2010-05-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.65
AFG,2010-05-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,24,0.52
AFG,2010-05-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,8.65,0.19
AFG,2010-05-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,16.88,0.37
AFG,2010-05-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30.9,0.67
AFG,2010-05-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.56
AFG,2010-05-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,14.93,0.32
AFG,2010-05-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,16.05,0.35
AFG,2010-05-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,34,0.74
AFG,2010-05-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,15,0.33
AFG,2010-05-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,17,0.37
AFG,2010-05-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,28.25,0.61
AFG,2010-05-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.75,0.28
AFG,2010-05-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,16.5,0.36
AFG,2010-06-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,41.85,0.92
AFG,2010-06-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.9,0.31
AFG,2010-06-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,27,0.59
AFG,2010-06-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,10,0.22
AFG,2010-06-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,34.25,0.75
AFG,2010-06-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,17.75,0.39
AFG,2010-06-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,30.5,0.67
AFG,2010-06-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.21,0.29
AFG,2010-06-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,31,0.68
AFG,2010-06-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,11,0.24
AFG,2010-06-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.66
AFG,2010-06-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,24.67,0.54
AFG,2010-06-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,8.49,0.19
AFG,2010-06-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,19.19,0.42
AFG,2010-06-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,33.1,0.73
AFG,2010-06-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.57
AFG,2010-06-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,16.27,0.36
AFG,2010-06-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,18.38,0.4
AFG,2010-06-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,34,0.75
AFG,2010-06-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,15,0.33
AFG,2010-06-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,18,0.4
AFG,2010-06-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,30.67,0.67
AFG,2010-06-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.33,0.29
AFG,2010-06-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,18,0.4
AFG,2010-07-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,42,0.92
AFG,2010-07-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.9,0.31
AFG,2010-07-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,27,0.59
AFG,2010-07-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,10.75,0.24
AFG,2010-07-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32.75,0.72
AFG,2010-07-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,19.5,0.43
AFG,2010-07-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,28.75,0.63
AFG,2010-07-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.21,0.29
AFG,2010-07-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32,0.7
AFG,2010-07-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,10.75,0.24
AFG,2010-07-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.66
AFG,2010-07-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,22.5,0.5
AFG,2010-07-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,9.88,0.22
AFG,2010-07-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,20.38,0.45
AFG,2010-07-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,33.9,0.75
AFG,2010-07-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,26,0.57
AFG,2010-07-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,18,0.4
AFG,2010-07-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,19.6,0.43
AFG,2010-07-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,34,0.75
AFG,2010-07-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,16,0.35
AFG,2010-07-15,Kandahar,Kandahar,Kandahar,272,31.61,65.71,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,18.38,0.4
AFG,2010-07-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,30.25,0.67
AFG,2010-07-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.75,0.3
AFG,2010-07-15,Nangarhar,Jalalabad,Jalalabad,273,34.43,70.45,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,19,0.42
AFG,2010-08-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,43.15,0.96
AFG,2010-08-15,Badakhshan,Faiz Abad,Fayzabad,266,37.12,70.58,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,15.2,0.34
AFG,2010-08-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,27,0.6
AFG,2010-08-15,Balkh,Mazar-e-Sharif,Mazar,267,36.73,67.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12.25,0.27
AFG,2010-08-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,33.5,0.74
AFG,2010-08-15,Daykundi,Nili,Nili,275,33.71,66.11,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,21.5,0.48
AFG,2010-08-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,27.5,0.61
AFG,2010-08-15,Faryab,Maymana,Maymana,269,35.92,64.78,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,13.88,0.31
AFG,2010-08-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,32,0.71
AFG,2010-08-15,Ghor,Chaghcharan,Ghor,276,34.52,65.25,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,12,0.27
AFG,2010-08-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Bread,55,KG,actual,Retail,AFN,30,0.67
AFG,2010-08-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Rice (low quality),145,KG,actual,Retail,AFN,23.5,0.52
AFG,2010-08-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat,84,KG,actual,Retail,AFN,10.65,0.24
AFG,2010-08-15,Hirat,Hirat,Hirat,270,34.35,62.2,cereals and tubers,Wheat flour,58,KG,actual,Retail,AFN,23.29,0.52
AFG,2010-08-15,Kabul,Kabul,Kabul,271,34.52,69.18,cereals and tubers,Bread,55,KG,actual,Retail,AFN,35.28,0.78
