countryiso3,date,admin1,admin2,market,market_id,latitude,longitude,category,product,commodity_id,unit,priceflag,pricetype,currency,mp_price,usdprice,year,Unit_Weight,Price_Norm,Staple_Type
NGA,2010-01-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,157.57,1.04,2010,1.0,157.57,Maize (All variants)
NGA,2010-01-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,413.33,2.74,2010,1.0,413.33,Rice (All variants)
NGA,2010-01-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,180.4,1.19,2010,1.0,180.4,Maize (All variants)
NGA,2010-01-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,413.33,2.74,2010,1.0,413.33,Rice (All variants)
NGA,2010-01-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5300.0,35.08,2010,,283.78999999999996,Maize (All variants)
NGA,2010-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,154.25,1.02,2010,1.0,154.25,Maize (All variants)
NGA,2010-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,496.2,3.28,2010,1.0,496.2,Rice (All variants)
NGA,2010-01-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,456.0,3.02,2010,1.0,456.0,Rice (All variants)
NGA,2010-01-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,185.0,1.22,2010,1.0,185.0,Maize (All variants)
NGA,2010-02-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,460.11,3.05,2010,1.0,460.11,Rice (All variants)
NGA,2010-02-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5300.0,35.15,2010,,307.71500000000003,Maize (All variants)
NGA,2010-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,155.32,1.03,2010,1.0,155.32,Maize (All variants)
NGA,2010-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,533.48,3.54,2010,1.0,533.48,Rice (All variants)
NGA,2010-02-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,165.72,1.1,2010,1.0,165.72,Maize (All variants)
NGA,2010-02-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,462.4,3.07,2010,1.0,462.4,Rice (All variants)
NGA,2010-02-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,162.37,1.08,2010,1.0,162.37,Maize (All variants)
NGA,2010-02-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,339.71,2.25,2010,1.0,339.71,Rice (All variants)
NGA,2010-03-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,160.16,1.07,2010,1.0,160.16,Maize (All variants)
NGA,2010-03-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5300.0,35.24,2010,,156.56,Maize (All variants)
NGA,2010-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,152.96,1.02,2010,1.0,152.96,Maize (All variants)
NGA,2010-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,167.34,1.11,2010,1.0,167.34,Maize (All variants)
NGA,2010-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,469.66,3.12,2010,1.0,469.66,Rice (All variants)
NGA,2010-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,173.12,1.15,2010,1.0,173.12,Maize (All variants)
NGA,2010-04-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,174.1,1.16,2010,1.0,174.1,Maize (All variants)
NGA,2010-04-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,519.48,3.47,2010,1.0,519.48,Rice (All variants)
NGA,2010-04-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,167.19,1.12,2010,1.0,167.19,Maize (All variants)
NGA,2010-04-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,173.06,1.15,2010,1.0,173.06,Maize (All variants)
NGA,2010-04-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,507.66,3.39,2010,1.0,507.66,Rice (All variants)
NGA,2010-04-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,476.41,3.18,2010,1.0,476.41,Rice (All variants)
NGA,2010-04-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,341.85,2.28,2010,1.0,341.85,Rice (All variants)
NGA,2010-05-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,186.48,1.23,2010,1.0,186.48,Maize (All variants)
NGA,2010-05-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,519.48,3.44,2010,1.0,519.48,Rice (All variants)
NGA,2010-05-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,173.29,1.15,2010,1.0,173.29,Maize (All variants)
NGA,2010-05-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,533.65,3.53,2010,1.0,533.65,Rice (All variants)
NGA,2010-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,172.82,1.14,2010,1.0,172.82,Maize (All variants)
NGA,2010-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,516.78,3.42,2010,1.0,516.78,Rice (All variants)
NGA,2010-06-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,193.54,1.28,2010,1.0,193.54,Maize (All variants)
NGA,2010-06-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,542.45,3.59,2010,1.0,542.45,Rice (All variants)
NGA,2010-06-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,186.82,1.23,2010,1.0,186.82,Maize (All variants)
NGA,2010-06-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,562.41,3.72,2010,1.0,562.41,Rice (All variants)
NGA,2010-06-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5200.0,34.37,2010,,377.015,Maize (All variants)
NGA,2010-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,191.62,1.27,2010,1.0,191.62,Maize (All variants)
NGA,2010-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,486.05,3.21,2010,1.0,486.05,Rice (All variants)
NGA,2010-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,214.81,1.42,2010,1.0,214.81,Maize (All variants)
NGA,2010-07-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,194.21,1.29,2010,1.0,194.21,Maize (All variants)
NGA,2010-07-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,186.64,1.24,2010,1.0,186.64,Maize (All variants)
NGA,2010-07-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,508.62,3.38,2010,1.0,508.62,Rice (All variants)
NGA,2010-07-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5500.0,36.57,2010,,345.795,Maize (All variants)
NGA,2010-07-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,182.97,1.22,2010,1.0,182.97,Maize (All variants)
NGA,2010-07-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,445.79,2.96,2010,1.0,445.79,Rice (All variants)
NGA,2010-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,212.3,1.41,2010,1.0,212.3,Maize (All variants)
NGA,2010-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,376.65,2.5,2010,1.0,376.65,Rice (All variants)
NGA,2010-08-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,196.56,1.31,2010,1.0,196.56,Maize (All variants)
NGA,2010-08-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,505.44,3.36,2010,1.0,505.44,Rice (All variants)
NGA,2010-08-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,188.74,1.26,2010,1.0,188.74,Maize (All variants)
NGA,2010-08-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,166.99,1.11,2010,1.0,166.99,Maize (All variants)
NGA,2010-08-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,448.23,2.98,2010,1.0,448.23,Rice (All variants)
NGA,2010-08-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,203.33,1.35,2010,1.0,203.33,Maize (All variants)
NGA,2010-09-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,424.98,2.81,2010,1.0,424.98,Rice (All variants)
NGA,2010-09-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,184.41,1.22,2010,1.0,184.41,Maize (All variants)
NGA,2010-09-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,404.3,2.67,2010,1.0,404.3,Rice (All variants)
NGA,2010-09-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,4200.0,27.77,2010,,263.03499999999997,Maize (All variants)
NGA,2010-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,121.77,0.81,2010,1.0,121.77,Maize (All variants)
NGA,2010-09-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,466.13,3.08,2010,1.0,466.13,Rice (All variants)
NGA,2010-09-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,138.76,0.92,2010,1.0,138.76,Maize (All variants)
NGA,2010-09-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,430.11,2.84,2010,1.0,430.11,Rice (All variants)
NGA,2010-09-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,4500.0,29.75,2010,,382.795,Maize (All variants)
NGA,2010-09-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,335.48,2.22,2010,1.0,335.48,Rice (All variants)
NGA,2010-10-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,146.52,0.96,2010,1.0,146.52,Maize (All variants)
NGA,2010-10-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,424.98,2.79,2010,1.0,424.98,Rice (All variants)
NGA,2010-10-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,406.45,2.67,2010,1.0,406.45,Rice (All variants)
NGA,2010-10-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,458.58,3.01,2010,1.0,458.58,Rice (All variants)
NGA,2010-10-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,421.07,2.77,2010,1.0,421.07,Rice (All variants)
NGA,2010-10-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,4500.0,29.57,2010,,313.84000000000003,Maize (All variants)
NGA,2010-10-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,206.61,1.36,2010,1.0,206.61,Maize (All variants)
NGA,2010-10-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,334.15,2.2,2010,1.0,334.15,Rice (All variants)
NGA,2010-11-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,413.1,2.74,2010,1.0,413.1,Rice (All variants)
NGA,2010-11-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,186.77,1.24,2010,1.0,186.77,Maize (All variants)
NGA,2010-11-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5100.0,33.84,2010,,164.585,Maize (All variants)
NGA,2010-11-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,142.4,0.94,2010,1.0,142.4,Maize (All variants)
NGA,2010-11-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,409.81,2.72,2010,1.0,409.81,Rice (All variants)
NGA,2010-11-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,4500.0,29.86,2010,,413.525,Maize (All variants)
NGA,2010-12-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,417.24,2.72,2010,1.0,417.24,Rice (All variants)
NGA,2010-12-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,509.9,3.32,2010,1.0,509.9,Rice (All variants)
NGA,2010-12-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,174.31,1.14,2010,1.0,174.31,Maize (All variants)
NGA,2010-12-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,334.28,2.18,2010,1.0,334.28,Rice (All variants)
NGA,2011-01-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,146.15,0.95,2011,1.0,146.15,Maize (All variants)
NGA,2011-01-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,187.33,1.22,2011,1.0,187.33,Maize (All variants)
NGA,2011-01-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,4500.0,29.35,2011,,170.59,Maize (All variants)
NGA,2011-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,153.85,1.0,2011,1.0,153.85,Maize (All variants)
NGA,2011-01-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,468.91,3.06,2011,1.0,468.91,Rice (All variants)
NGA,2011-01-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,422.0,2.75,2011,1.0,422.0,Rice (All variants)
NGA,2011-01-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,169.0,1.1,2011,1.0,169.0,Maize (All variants)
NGA,2011-01-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,333.71,2.18,2011,1.0,333.71,Rice (All variants)
NGA,2011-02-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,469.94,3.08,2011,1.0,469.94,Rice (All variants)
NGA,2011-02-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,183.87,1.21,2011,1.0,183.87,Maize (All variants)
NGA,2011-02-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,408.06,2.68,2011,1.0,408.06,Rice (All variants)
NGA,2011-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,147.98,0.97,2011,1.0,147.98,Maize (All variants)
NGA,2011-02-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,471.44,3.09,2011,1.0,471.44,Rice (All variants)
NGA,2011-02-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,395.44,2.59,2011,1.0,395.44,Rice (All variants)
NGA,2011-02-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,331.53,2.18,2011,1.0,331.53,Rice (All variants)
NGA,2011-03-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,138.74,0.89,2011,1.0,138.74,Maize (All variants)
NGA,2011-03-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,185.32,1.19,2011,1.0,185.32,Maize (All variants)
NGA,2011-03-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,401.66,2.58,2011,1.0,401.66,Rice (All variants)
NGA,2011-03-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5000.0,32.11,2011,,280.18,Maize (All variants)
NGA,2011-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,158.7,1.02,2011,1.0,158.7,Maize (All variants)
NGA,2011-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,152.16,0.98,2011,1.0,152.16,Maize (All variants)
NGA,2011-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,389.83,2.5,2011,1.0,389.83,Rice (All variants)
NGA,2011-04-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,454.82,2.94,2011,1.0,454.82,Rice (All variants)
NGA,2011-04-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,192.94,1.25,2011,1.0,192.94,Maize (All variants)
NGA,2011-04-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,183.97,1.19,2011,1.0,183.97,Maize (All variants)
NGA,2011-04-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,444.13,2.87,2011,1.0,444.13,Rice (All variants)
NGA,2011-04-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,178.35,1.15,2011,1.0,178.35,Maize (All variants)
NGA,2011-04-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,157.63,1.02,2011,1.0,157.63,Maize (All variants)
NGA,2011-05-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,159.95,1.03,2011,1.0,159.95,Maize (All variants)
NGA,2011-05-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,451.37,2.9,2011,1.0,451.37,Rice (All variants)
NGA,2011-05-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,187.88,1.21,2011,1.0,187.88,Maize (All variants)
NGA,2011-05-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,377.78,2.43,2011,1.0,377.78,Rice (All variants)
NGA,2011-05-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,180.53,1.16,2011,1.0,180.53,Maize (All variants)
NGA,2011-05-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,407.41,2.62,2011,1.0,407.41,Rice (All variants)
NGA,2011-05-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,308.61,1.98,2011,1.0,308.61,Rice (All variants)
NGA,2011-06-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,171.14,1.09,2011,1.0,171.14,Maize (All variants)
NGA,2011-06-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,374.13,2.39,2011,1.0,374.13,Rice (All variants)
NGA,2011-06-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,6000.0,38.27,2011,,278.65,Maize (All variants)
NGA,2011-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,183.17,1.17,2011,1.0,183.17,Maize (All variants)
NGA,2011-06-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,445.15,2.84,2011,1.0,445.15,Rice (All variants)
NGA,2011-06-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,182.09,1.16,2011,1.0,182.09,Maize (All variants)
NGA,2011-06-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,164.71,1.05,2011,1.0,164.71,Maize (All variants)
NGA,2011-07-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,145.54,0.96,2011,1.0,145.54,Maize (All variants)
NGA,2011-07-15,Borno,Mobbar,Damassack (CBM),1040,13.01,12.56,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,455.62,2.99,2011,1.0,455.62,Rice (All variants)
NGA,2011-07-15,Jigawa,Maigatari,Mai Gatari (CBM),1041,12.78,9.44,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,412.12,2.71,2011,1.0,412.12,Rice (All variants)
NGA,2011-07-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,5500.0,36.11,2011,,297.71000000000004,Maize (All variants)
NGA,2011-07-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,183.3,1.2,2011,1.0,183.3,Maize (All variants)
NGA,2011-07-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,182.66,1.2,2011,1.0,182.66,Maize (All variants)
NGA,2011-07-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,167.41,1.1,2011,1.0,167.41,Maize (All variants)
