countryiso3,date,admin1,admin2,market,market_id,latitude,longitude,category,product,commodity_id,unit,priceflag,pricetype,currency,mp_price,usdprice,year,Unit_Weight,Price_Norm,Staple_Type
NGA,2017-03-15,Katsina,Jibia,Jibia (CBM),1038,13.08,7.24,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,350.0,1.15,2017,1.0,350.0,Rice (All variants)
NGA,2017-03-15,Katsina,Mai'Adua,Mai Adoua (CBM),1039,13.18,8.23,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,236.0,0.77,2017,1.0,236.0,Rice (All variants)
NGA,2017-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14352.0,47.03,2017,,233.625,Maize (All variants)
NGA,2017-03-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14948.0,48.99,2017,,231.25,Rice (All variants)
NGA,2017-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15920.0,52.17,2017,,228.875,Maize (All variants)
NGA,2017-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,16880.0,55.32,2017,,226.5,Maize (All variants)
NGA,2017-03-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16680.0,54.66,2017,,224.125,Rice (All variants)
NGA,2017-03-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16700.0,54.73,2017,,221.75,Rice (All variants)
NGA,2017-03-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,33200.0,108.8,2017,,219.375,Rice (All variants)
NGA,2017-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Maize,51,KG,actual,Wholesale,NGN,217.0,0.71,2017,1.0,217.0,Maize (All variants)
NGA,2017-03-15,Sokoto,Gada,Illela (CBM),1037,13.64,5.28,cereals and tubers,Rice (imported),64,KG,actual,Wholesale,NGN,478.0,1.57,2017,1.0,478.0,Rice (All variants)
NGA,2017-03-15,Yobe,Borsari,Bursari,2401,12.5,11.5,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.28,2017,,450.4166666666667,Rice (All variants)
NGA,2017-03-15,Yobe,Borsari,Bursari,2401,12.5,11.5,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,868.0,2.84,2017,,422.8333333333333,Rice (All variants)
NGA,2017-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,17800.0,58.33,2017,,395.25,Rice (All variants)
NGA,2017-03-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,31700.0,103.88,2017,,367.6666666666667,Rice (All variants)
NGA,2017-03-15,Yobe,Damaturu,Damaturu (Sunday Market),2391,11.74,11.96,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1050.0,3.44,2017,,340.08333333333337,Rice (All variants)
NGA,2017-03-15,Yobe,Damaturu,Damaturu (Sunday Market),2391,11.74,11.96,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.53,2017,,312.5,Rice (All variants)
NGA,2017-03-15,Yobe,Geidam,Geidam,2393,12.89,11.92,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1100.0,3.6,2017,,284.9166666666667,Rice (All variants)
NGA,2017-03-15,Yobe,Geidam,Geidam,2393,12.89,11.92,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.53,2017,,257.33333333333337,Rice (All variants)
NGA,2017-03-15,Yobe,Jakusko,Jakusko,2399,12.2,10.88,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1100.0,3.6,2017,,229.75,Rice (All variants)
NGA,2017-03-15,Yobe,Jakusko,Jakusko,2399,12.2,10.88,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,916.0,3.0,2017,,202.16666666666669,Rice (All variants)
NGA,2017-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,13750.0,45.06,2017,,174.58333333333337,Maize (All variants)
NGA,2017-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (yellow),136,KG,actual,Retail,NGN,147.0,0.48,2017,1.0,147.0,Maize (All variants)
NGA,2017-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1100.0,3.6,2017,,147.05172413793105,Rice (All variants)
NGA,2017-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,17000.0,55.71,2017,,147.10344827586206,Rice (All variants)
NGA,2017-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,27600.0,90.45,2017,,147.1551724137931,Rice (All variants)
NGA,2017-03-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,844.0,2.77,2017,,147.20689655172413,Rice (All variants)
NGA,2017-03-15,Yobe,Yunusari,Yunusari,2392,13.15,11.54,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.69,2017,,147.25862068965517,Rice (All variants)
NGA,2017-03-15,Yobe,Yusufari,Yusufari,2389,13.06,11.17,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.69,2017,,147.31034482758622,Rice (All variants)
NGA,2017-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15476.0,50.72,2017,,147.36206896551724,Maize (All variants)
NGA,2017-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,15824.0,51.86,2017,,147.41379310344828,Maize (All variants)
NGA,2017-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14836.0,48.62,2017,,147.4655172413793,Rice (All variants)
NGA,2017-03-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,29500.0,96.67,2017,,147.51724137931035,Rice (All variants)
NGA,2017-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,16800.0,55.07,2017,,147.56896551724137,Maize (All variants)
NGA,2017-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,18550.0,60.81,2017,,147.6206896551724,Maize (All variants)
NGA,2017-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,19650.0,64.41,2017,,147.67241379310346,Rice (All variants)
NGA,2017-04-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,13615.0,44.63,2017,,147.72413793103448,Rice (All variants)
NGA,2017-04-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14285.0,46.83,2017,,147.77586206896552,Maize (All variants)
NGA,2017-04-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14510.0,47.56,2017,,147.82758620689654,Rice (All variants)
NGA,2017-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,13680.0,44.84,2017,,147.8793103448276,Maize (All variants)
NGA,2017-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14220.0,46.61,2017,,147.93103448275863,Maize (All variants)
NGA,2017-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,15040.0,49.3,2017,,147.98275862068965,Rice (All variants)
NGA,2017-04-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,30100.0,98.67,2017,,148.0344827586207,Rice (All variants)
NGA,2017-04-15,Borno,Konduga,Abba Gamaram,2394,11.86,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1270.0,4.16,2017,,148.08620689655172,Rice (All variants)
NGA,2017-04-15,Borno,Konduga,Abba Gamaram,2394,11.86,13.15,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,897.0,2.94,2017,,148.13793103448276,Rice (All variants)
NGA,2017-04-15,Borno,Konduga,Baga Road,2385,11.87,13.12,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1250.0,4.1,2017,,148.18965517241378,Rice (All variants)
NGA,2017-04-15,Borno,Konduga,Bolori Stores,3073,11.85,13.14,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,932.0,3.06,2017,,148.24137931034483,Rice (All variants)
NGA,2017-04-15,Borno,Konduga,Bullunkutu,2386,11.83,13.09,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1250.0,4.1,2017,,148.29310344827587,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Custom,2395,11.85,13.17,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1200.0,3.93,2017,,148.3448275862069,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Kusawam Shanu,2396,11.86,13.18,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1250.0,4.1,2017,,148.39655172413794,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Kusawam Shanu,2396,11.86,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.69,2017,,148.44827586206895,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14550.0,47.69,2017,,148.5,Maize (All variants)
NGA,2017-04-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14600.0,47.86,2017,,148.55172413793105,Maize (All variants)
NGA,2017-04-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,30575.0,100.22,2017,,148.60344827586206,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Monday,2397,11.83,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1200.0,3.93,2017,,148.6551724137931,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Monday,2397,11.83,13.15,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,897.0,2.94,2017,,148.70689655172413,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1200.0,3.93,2017,,148.75862068965517,Rice (All variants)
NGA,2017-04-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,849.0,2.78,2017,,148.81034482758622,Rice (All variants)
NGA,2017-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14875.0,48.76,2017,,148.86206896551724,Maize (All variants)
NGA,2017-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14875.0,48.76,2017,,148.91379310344828,Maize (All variants)
NGA,2017-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,17450.0,57.2,2017,,148.9655172413793,Rice (All variants)
NGA,2017-04-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,26000.0,85.23,2017,,149.01724137931035,Rice (All variants)
NGA,2017-04-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14750.0,48.35,2017,,149.06896551724137,Maize (All variants)
NGA,2017-04-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14700.0,48.19,2017,,149.1206896551724,Maize (All variants)
NGA,2017-04-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,29525.0,96.78,2017,,149.17241379310346,Rice (All variants)
NGA,2017-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,13750.0,45.07,2017,,149.22413793103448,Maize (All variants)
NGA,2017-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,15500.0,50.81,2017,,149.27586206896552,Rice (All variants)
NGA,2017-04-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,27125.0,88.91,2017,,149.32758620689654,Rice (All variants)
NGA,2017-04-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,13810.0,45.27,2017,,149.3793103448276,Maize (All variants)
NGA,2017-04-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,13650.0,44.74,2017,,149.43103448275863,Maize (All variants)
NGA,2017-04-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,15700.0,51.46,2017,,149.48275862068965,Maize (All variants)
NGA,2017-04-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,15250.0,49.99,2017,,149.5344827586207,Rice (All variants)
NGA,2017-04-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15090.0,49.46,2017,,149.58620689655172,Maize (All variants)
NGA,2017-04-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,15090.0,49.46,2017,,149.63793103448276,Maize (All variants)
NGA,2017-04-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,14100.0,46.22,2017,,149.68965517241378,Rice (All variants)
NGA,2017-04-15,Lagos,Kosofe,Lagos,1978,6.61,3.4,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,17875.0,58.59,2017,,149.74137931034483,Maize (All variants)
NGA,2017-04-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,16250.0,53.27,2017,,149.79310344827587,Maize (All variants)
NGA,2017-04-15,Oyo,Ibadan North,Ibadan,1975,7.4,3.92,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,32200.0,105.55,2017,,149.8448275862069,Rice (All variants)
NGA,2017-04-15,Yobe,Borsari,Bursari,2401,12.5,11.5,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.53,2017,,149.89655172413794,Rice (All variants)
NGA,2017-04-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15550.0,50.97,2017,,149.94827586206895,Maize (All variants)
NGA,2017-04-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Maize (yellow),136,KG,actual,Retail,NGN,150.0,0.49,2017,1.0,150.0,Maize (All variants)
NGA,2017-04-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,17350.0,56.87,2017,,150.58333333333334,Rice (All variants)
NGA,2017-04-15,Yobe,Damaturu,Damaturu,1969,11.74,11.96,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,33275.0,109.07,2017,,151.16666666666666,Rice (All variants)
NGA,2017-04-15,Yobe,Damaturu,Damaturu (Sunday Market),2391,11.74,11.96,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1100.0,3.61,2017,,151.75,Rice (All variants)
NGA,2017-04-15,Yobe,Damaturu,Damaturu (Sunday Market),2391,11.74,11.96,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.69,2017,,152.33333333333334,Rice (All variants)
NGA,2017-04-15,Yobe,Geidam,Geidam,2393,12.89,11.92,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1000.0,3.28,2017,,152.91666666666666,Rice (All variants)
NGA,2017-04-15,Yobe,Geidam,Geidam,2393,12.89,11.92,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,868.0,2.85,2017,,153.5,Rice (All variants)
NGA,2017-04-15,Yobe,Jakusko,Jakusko,2399,12.2,10.88,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.53,2017,,154.08333333333334,Rice (All variants)
NGA,2017-04-15,Yobe,Karasuwa,Bade (Gashua),2388,12.87,11.04,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.69,2017,,154.66666666666666,Rice (All variants)
NGA,2017-04-15,Yobe,Nguru,Nguru,2387,12.87,10.45,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,900.0,2.95,2017,,155.25,Rice (All variants)
NGA,2017-04-15,Yobe,Nguru,Nguru,2387,12.87,10.45,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,820.0,2.69,2017,,155.83333333333334,Rice (All variants)
NGA,2017-04-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15050.0,49.33,2017,,156.41666666666666,Maize (All variants)
NGA,2017-04-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Maize (yellow),136,KG,actual,Retail,NGN,157.0,0.51,2017,1.0,157.0,Maize (All variants)
NGA,2017-04-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,27850.0,91.29,2017,,157.38297872340425,Rice (All variants)
NGA,2017-04-15,Yobe,Potiskum,Potiskum,1981,11.71,11.08,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,868.0,2.85,2017,,157.7659574468085,Rice (All variants)
NGA,2017-04-15,Yobe,Yunusari,Yunusari,2392,13.15,11.54,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,771.0,2.53,2017,,158.14893617021278,Rice (All variants)
NGA,2017-04-15,Yobe,Yusufari,Yusufari,2389,13.06,11.17,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1200.0,3.93,2017,,158.53191489361703,Rice (All variants)
NGA,2017-04-15,Yobe,Yusufari,Yusufari,2389,13.06,11.17,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,916.0,3.0,2017,,158.91489361702128,Rice (All variants)
NGA,2017-04-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15890.0,52.09,2017,,159.29787234042553,Maize (All variants)
NGA,2017-04-15,Zamfara,Kaura Namoda,Kaura Namoda,1977,12.6,6.59,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,29500.0,96.7,2017,,159.68085106382978,Rice (All variants)
NGA,2017-05-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,17100.0,55.88,2017,,160.06382978723406,Maize (All variants)
NGA,2017-05-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,18700.0,61.11,2017,,160.4468085106383,Maize (All variants)
NGA,2017-05-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,20000.0,65.36,2017,,160.82978723404256,Rice (All variants)
NGA,2017-05-15,Abia,Oboma Ngwa,Aba,1967,5.15,7.36,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,13500.0,44.12,2017,,161.2127659574468,Rice (All variants)
NGA,2017-05-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14916.0,48.75,2017,,161.59574468085106,Maize (All variants)
NGA,2017-05-15,Adamawa,Hong,Mubi,1980,10.27,13.26,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16200.0,52.94,2017,,161.97872340425533,Rice (All variants)
NGA,2017-05-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14400.0,47.06,2017,,162.36170212765958,Maize (All variants)
NGA,2017-05-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,14976.0,48.94,2017,,162.74468085106383,Maize (All variants)
NGA,2017-05-15,Borno,Biu,Biu,1968,10.61,12.19,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,31520.0,103.01,2017,,163.12765957446808,Rice (All variants)
NGA,2017-05-15,Borno,Konduga,Abba Gamaram,2394,11.86,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1222.0,3.99,2017,,163.51063829787233,Rice (All variants)
NGA,2017-05-15,Borno,Konduga,Baga Road,2385,11.87,13.12,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1240.0,4.05,2017,,163.89361702127658,Rice (All variants)
NGA,2017-05-15,Borno,Konduga,Bolori Stores,3073,11.85,13.14,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1212.0,3.96,2017,,164.27659574468086,Rice (All variants)
NGA,2017-05-15,Borno,Konduga,Bullunkutu,2386,11.83,13.09,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1176.0,3.84,2017,,164.6595744680851,Rice (All variants)
NGA,2017-05-15,Borno,Konduga,Bullunkutu,2386,11.83,13.09,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,829.0,2.71,2017,,165.04255319148936,Rice (All variants)
NGA,2017-05-15,Borno,Maiduguri,Budum,2384,11.85,13.16,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1228.0,4.01,2017,,165.4255319148936,Rice (All variants)
NGA,2017-05-15,Borno,Maiduguri,Kusawam Shanu,2396,11.86,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,843.0,2.75,2017,,165.80851063829786,Rice (All variants)
NGA,2017-05-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,17080.0,55.82,2017,,166.19148936170214,Rice (All variants)
NGA,2017-05-15,Borno,Maiduguri,Maiduguri,1979,11.83,13.15,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,53600.0,175.16,2017,,166.5744680851064,Rice (All variants)
NGA,2017-05-15,Borno,Maiduguri,Monday,2397,11.83,13.15,cereals and tubers,Rice (imported),64,2.8 KG,actual,Retail,NGN,1206.0,3.94,2017,,166.95744680851064,Rice (All variants)
NGA,2017-05-15,Borno,Maiduguri,Tashan Bama,2398,11.81,13.18,cereals and tubers,Rice (local),71,2.7 KG,actual,Retail,NGN,887.0,2.9,2017,,167.3404255319149,Rice (All variants)
NGA,2017-05-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,15500.0,50.65,2017,,167.72340425531914,Maize (All variants)
NGA,2017-05-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,17100.0,55.88,2017,,168.10638297872342,Rice (All variants)
NGA,2017-05-15,Gombe,Akko,Gombe,1972,10.28,11.17,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,26200.0,85.62,2017,,168.48936170212767,Rice (All variants)
NGA,2017-05-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,15000.0,49.02,2017,,168.87234042553192,Maize (All variants)
NGA,2017-05-15,Jigawa,Kaugama,Gujungu,1973,12.36,9.58,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,15750.0,51.47,2017,,169.25531914893617,Maize (All variants)
NGA,2017-05-15,Kaduna,Giwa,Giwa,1971,11.28,7.42,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,29300.0,95.75,2017,,169.63829787234042,Rice (All variants)
NGA,2017-05-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,13884.0,45.37,2017,,170.02127659574467,Maize (All variants)
NGA,2017-05-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Rice (imported),64,50 KG,actual,Wholesale,NGN,16400.0,53.59,2017,,170.40425531914894,Rice (All variants)
NGA,2017-05-15,Kaduna,Lere,Saminaka,1982,10.42,8.68,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,29600.0,96.73,2017,,170.7872340425532,Rice (All variants)
NGA,2017-05-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14560.0,47.58,2017,,171.17021276595744,Maize (All variants)
NGA,2017-05-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Maize (yellow),136,100 KG,actual,Wholesale,NGN,15240.0,49.8,2017,,171.5531914893617,Maize (All variants)
NGA,2017-05-15,Kano,Dawakin Tofa,Dawanau,1976,12.09,8.43,cereals and tubers,Rice (local),71,100 KG,actual,Wholesale,NGN,33200.0,108.5,2017,,171.93617021276594,Rice (All variants)
NGA,2017-05-15,Katsina,Dandume,Dandume,1970,11.42,7.2,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,14500.0,47.39,2017,,172.31914893617022,Maize (All variants)
NGA,2017-05-15,Kebbi,Gwandu,Gwandu,1974,12.49,4.64,cereals and tubers,Maize (white),67,100 KG,actual,Wholesale,NGN,16276.0,53.19,2017,,172.70212765957447,Maize (All variants)
